timestamp_s,flexion,abduction,ext_rot,elbow
1927656.4413,69.26,6.75,-9.77,5.56
1927656.6151,69.26,6.75,-9.77,5.56
1927656.6348,69.26,6.75,-9.77,5.56
1927656.6578,69.26,6.75,-9.78,5.56
1927656.6913,69.26,6.76,-9.78,5.57
1927656.7143,69.26,6.76,-9.78,5.57
1927656.7466,69.26,6.75,-9.78,5.57
1927656.7785,69.26,6.75,-9.78,5.56
1927656.8104,69.26,6.75,-9.78,5.56
1927656.8420,69.26,6.75,-9.79,5.56
1927656.8739,69.26,6.76,-9.79,5.56
1927656.9139,69.26,6.76,-9.79,5.56
1927656.9457,69.26,6.76,-9.79,5.56
1927656.9706,69.26,6.76,-9.78,5.56
1927656.9975,69.26,6.76,-9.78,5.56
1927657.0421,69.26,6.76,-9.78,5.56
1927657.0637,69.26,6.77,-9.77,5.56
1927657.0936,69.26,6.77,-9.77,5.56
1927657.1256,69.26,6.77,-9.76,5.56
1927657.1577,69.26,6.77,-9.76,5.56
1927657.1844,69.26,6.77,-9.76,5.55
1927657.2146,69.26,6.77,-9.76,5.55
1927657.2463,69.26,6.77,-9.76,5.55
1927657.2779,69.26,6.78,-9.76,5.56
1927657.3099,69.26,6.78,-9.76,5.56
1927657.3421,69.26,6.78,-9.76,5.56
1927657.3823,69.26,6.78,-9.76,5.56
1927657.4139,69.26,6.78,-9.76,5.56
1927657.4457,69.26,6.78,-9.76,5.56
1927657.4773,69.26,6.78,-9.75,5.56
1927657.5099,69.26,6.78,-9.75,5.56
1927657.5411,69.26,6.78,-9.75,5.56
1927657.5592,69.26,6.78,-9.75,5.56
1927657.5894,69.26,6.78,-9.75,5.56
1927657.6292,69.26,6.78,-9.75,5.56
1927657.6611,69.26,6.78,-9.75,5.56
1927657.6941,69.26,6.78,-9.75,5.57
1927657.7259,69.26,6.78,-9.75,5.57
1927657.7476,69.26,6.77,-9.75,5.57
1927657.7793,69.26,6.77,-9.75,5.57
1927657.8185,69.26,6.77,-9.74,5.57
1927657.8459,69.26,6.77,-9.74,5.57
1927657.8805,69.26,6.77,-9.74,5.57
1927657.9052,69.26,6.77,-9.74,5.57
1927657.9466,69.26,6.77,-9.74,5.57
1927657.9789,69.26,6.77,-9.74,5.57
1927658.0120,69.26,6.76,-9.74,5.57
1927658.0427,69.26,6.76,-9.74,5.57
1927658.0746,69.26,6.76,-9.73,5.57
1927658.1137,69.26,6.76,-9.73,5.57
1927658.1454,69.26,6.75,-9.73,5.57
1927658.1775,69.26,6.75,-9.73,5.57
1927658.2096,69.26,6.74,-9.72,5.57
1927658.2410,69.26,6.74,-9.72,5.57
1927658.2649,69.26,6.74,-9.72,5.57
1927658.2968,69.26,6.73,-9.72,5.57
1927658.3284,69.26,6.73,-9.71,5.57
1927658.3612,69.26,6.73,-9.71,5.57
1927658.3927,69.26,6.72,-9.71,5.57
1927658.4245,69.26,6.72,-9.71,5.57
1927658.4564,69.26,6.72,-9.71,5.57
1927658.4804,69.26,6.71,-9.71,5.57
1927658.5120,69.26,6.71,-9.71,5.57
1927658.5442,69.26,6.71,-9.70,5.57
1927658.5764,69.26,6.71,-9.70,5.57
1927658.6080,69.26,6.71,-9.70,5.58
1927658.6399,69.26,6.70,-9.70,5.58
1927658.6814,69.26,6.70,-9.70,5.58
1927658.7123,69.26,6.70,-9.70,5.58
1927658.7443,69.26,6.70,-9.70,5.58
1927658.7764,69.26,6.70,-9.70,5.58
1927658.8083,69.26,6.70,-9.70,5.58
1927658.8409,69.26,6.70,-9.70,5.57
1927658.8807,69.26,6.70,-9.70,5.58
1927658.9124,69.26,6.70,-9.69,5.58
1927658.9439,69.26,6.70,-9.69,5.58
1927658.9757,69.26,6.70,-9.69,5.58
1927659.0080,69.26,6.70,-9.69,5.58
1927659.0400,69.26,6.69,-9.69,5.58
1927659.0646,69.26,6.69,-9.69,5.58
1927659.0968,69.26,6.69,-9.69,5.58
1927659.1286,69.26,6.69,-9.69,5.58
1927659.1607,69.26,6.69,-9.69,5.59
1927659.1925,69.26,6.69,-9.69,5.59
1927659.2247,69.26,6.69,-9.69,5.59
1927659.2566,69.26,6.69,-9.69,5.59
1927659.2805,69.26,6.69,-9.69,5.59
1927659.3124,69.26,6.69,-9.69,5.59
1927659.3445,69.26,6.69,-9.69,5.59
1927659.3765,69.26,6.69,-9.69,5.59
1927659.4083,69.26,6.69,-9.69,5.59
1927659.4473,69.26,6.69,-9.69,5.59
1927659.4793,69.26,6.69,-9.69,5.59
1927659.5121,69.26,6.69,-9.69,5.60
1927659.5428,69.26,6.69,-9.69,5.60
1927659.5752,69.26,6.70,-9.69,5.60
1927659.6077,69.26,6.70,-9.69,5.60
1927659.6473,69.26,6.70,-9.69,5.60
1927659.6792,69.26,6.70,-9.69,5.60
1927659.7118,69.26,6.70,-9.69,5.60
1927659.7439,69.26,6.70,-9.69,5.60
1927659.7761,69.26,6.71,-9.69,5.60
1927659.8084,69.26,6.71,-9.69,5.60
1927659.8403,69.26,6.71,-9.69,5.60
1927659.8808,69.26,6.71,-9.69,5.61
1927659.9136,69.26,6.71,-9.69,5.61
1927659.9448,69.26,6.71,-9.69,5.61
1927659.9766,69.26,6.71,-9.69,5.61
1927660.0084,69.26,6.71,-9.69,5.61
1927660.0409,69.26,6.71,-9.69,5.61
1927660.0647,69.26,6.71,-9.69,5.61
1927660.0964,69.26,6.71,-9.69,5.61
1927660.1285,69.26,6.71,-9.69,5.62
1927660.1606,69.26,6.72,-9.69,5.62
1927660.1922,69.26,6.72,-9.69,5.62
1927660.2243,69.26,6.72,-9.69,5.62
1927660.2560,69.26,6.72,-9.69,5.62
1927660.2802,69.26,6.72,-9.69,5.62
1927660.3117,69.26,6.72,-9.69,5.62
1927660.3438,69.26,6.72,-9.69,5.62
1927660.3757,69.26,6.72,-9.69,5.62
1927660.4074,69.26,6.73,-9.69,5.62
1927660.4469,69.26,6.73,-9.69,5.62
1927660.4790,69.26,6.73,-9.69,5.62
1927660.5111,69.26,6.73,-9.69,5.62
1927660.5269,69.26,6.73,-9.69,5.62
1927660.5592,69.26,6.73,-9.69,5.62
1927660.5912,69.26,6.73,-9.69,5.62
1927660.6305,69.26,6.73,-9.69,5.62
1927660.6629,69.26,6.73,-9.69,5.62
1927660.6948,69.26,6.74,-9.69,5.62
1927660.7263,69.26,6.74,-9.69,5.62
1927660.7591,69.26,6.74,-9.69,5.62
1927660.7906,69.26,6.74,-9.69,5.62
1927660.8144,69.26,6.74,-9.69,5.62
1927660.8459,69.26,6.74,-9.69,5.62
1927660.8776,69.26,6.74,-9.69,5.62
1927660.9095,69.26,6.74,-9.69,5.62
1927660.9414,69.26,6.74,-9.69,5.62
1927660.9733,69.26,6.75,-9.69,5.62
1927660.9969,69.26,6.75,-9.69,5.62
1927661.0293,69.26,6.75,-9.69,5.62
1927661.0612,69.26,6.75,-9.69,5.62
1927661.0933,69.26,6.75,-9.69,5.62
1927661.1251,69.26,6.75,-9.69,5.62
1927661.1572,69.26,6.75,-9.69,5.61
1927661.1976,69.26,6.75,-9.69,5.61
1927661.2294,69.26,6.75,-9.69,5.61
1927661.2608,69.26,6.75,-9.69,5.61
1927661.2921,69.26,6.75,-9.69,5.61
1927661.3083,69.26,6.75,-9.69,5.61
1927661.3398,69.26,6.75,-9.69,5.61
1927661.3801,69.26,6.75,-9.69,5.61
1927661.4116,69.26,6.75,-9.69,5.61
1927661.4438,69.26,6.75,-9.70,5.62
1927661.4755,69.26,6.75,-9.69,5.62
1927661.5076,69.26,6.76,-9.68,5.68
1927661.5320,69.26,6.63,-9.66,5.77
1927661.5623,69.26,6.52,-9.65,5.85
1927661.5945,69.26,6.38,-9.64,5.92
1927661.6262,69.26,6.26,-9.63,6.01
1927661.6585,69.26,6.10,-9.43,6.03
1927661.6906,69.26,5.97,-9.24,6.05
1927661.7144,69.26,5.87,-9.08,6.08
1927661.7466,69.26,5.78,-8.95,6.37
1927661.7785,69.26,5.55,-7.78,5.99
1927661.8104,69.26,5.37,-6.77,5.69
1927661.8425,69.26,5.27,-5.90,5.44
1927661.8747,69.26,5.24,-5.16,5.51
1927661.9065,69.26,5.01,-3.83,5.36
1927661.9469,69.26,5.06,-2.68,5.25
1927661.9646,69.26,5.25,-1.70,5.18
1927662.0112,69.26,5.06,-0.59,5.55
1927662.0434,69.26,5.02,0.35,5.87
1927662.0753,69.26,5.07,1.16,6.15
1927662.1072,69.26,5.24,1.84,6.30
1927662.1469,69.26,0.00,2.68,6.71
1927662.1792,69.26,0.00,3.39,7.06
1927662.2114,69.26,0.00,4.00,7.56
1927662.2429,69.26,0.00,4.56,8.00
1927662.2751,69.26,0.00,5.06,8.58
1927662.3069,69.26,0.00,5.48,9.09
1927662.3311,69.26,0.00,5.83,9.55
1927662.3632,69.26,0.00,6.16,9.95
1927662.3947,69.26,0.00,6.34,10.31
1927662.4266,69.26,0.00,6.50,10.62
1927662.4587,69.26,0.00,6.64,10.83
1927662.4910,69.26,0.00,6.73,10.92
1927662.5152,69.26,0.00,6.80,11.00
1927662.5467,69.26,0.00,6.87,11.07
1927662.5782,69.26,0.00,6.92,11.10
1927662.6099,69.26,0.00,7.02,11.13
1927662.6421,69.26,0.00,7.10,11.15
1927662.6741,69.26,0.00,7.17,11.17
1927662.7137,69.26,0.00,7.44,11.02
1927662.7311,69.26,0.00,7.61,11.18
1927662.7612,69.26,0.00,7.77,11.31
1927662.7933,69.26,0.00,7.89,11.42
1927662.8251,69.26,0.00,8.00,11.42
1927662.8574,69.26,0.00,8.23,11.47
1927662.8971,69.26,0.00,8.43,11.51
1927662.9288,69.26,0.00,8.59,11.39
1927662.9610,69.26,0.00,8.78,11.28
1927662.9928,69.26,0.00,8.78,11.35
1927663.0249,69.26,0.00,8.77,11.40
