timestamp_s,flexion,abduction,ext_rot,elbow
1935766.7673,0.00,7.42,-0.66,1.77
1935766.7898,0.00,7.42,-0.66,1.77
1935766.8202,0.00,7.42,-0.66,1.77
1935766.8520,0.00,7.42,-0.66,1.77
1935766.8829,0.00,7.42,-0.66,1.77
1935766.9060,0.00,7.42,-0.66,1.77
1935766.9391,0.00,7.42,-0.66,1.77
1935766.9717,0.00,7.42,-0.66,1.77
1935767.0036,0.00,7.42,-0.66,1.77
1935767.0354,0.00,7.42,-0.66,1.77
1935767.0672,0.00,7.42,-0.66,1.77
1935767.0981,0.00,7.42,-0.66,1.77
1935767.1298,0.00,7.42,-0.65,1.77
1935767.1620,0.00,7.42,-0.65,1.77
1935767.1935,0.00,7.42,-0.64,1.77
1935767.2255,0.00,7.43,-0.63,1.77
1935767.2570,0.00,7.43,-0.63,1.77
1935767.2852,0.00,7.44,-0.63,1.78
1935767.3209,0.00,7.45,-0.63,1.78
1935767.3529,0.00,7.45,-0.64,1.78
1935767.3751,0.00,7.45,-0.64,1.78
1935767.4050,0.00,7.46,-0.63,1.79
1935767.4370,0.00,7.46,-0.63,1.79
1935767.4714,0.00,7.46,-0.63,1.79
1935767.5033,0.00,7.46,-0.63,1.80
1935767.5522,0.00,7.46,-0.62,1.81
1935767.5694,0.00,7.46,-0.62,1.81
1935767.5910,0.00,7.46,-0.62,1.82
1935767.6233,0.00,7.46,-0.61,1.82
1935767.6538,0.00,7.46,-0.61,1.83
1935767.6856,0.00,7.46,-0.61,1.83
1935767.7174,0.00,7.46,-0.61,1.84
1935767.7481,0.00,7.45,-0.60,1.84
1935767.7883,0.00,7.45,-0.60,1.85
1935767.8209,0.00,7.45,-0.60,1.85
1935767.8523,0.00,7.45,-0.60,1.85
1935767.8845,0.00,7.45,-0.60,1.85
1935767.9173,0.00,7.44,-0.60,1.86
1935767.9493,0.00,7.44,-0.60,1.86
1935767.9811,0.00,7.44,-0.60,1.86
1935768.0207,0.00,7.44,-0.60,1.86
1935768.0522,0.00,7.44,-0.60,1.86
1935768.0839,0.00,7.44,-0.60,1.86
1935768.1053,0.00,7.43,-0.60,1.86
1935768.1460,0.00,7.43,-0.60,1.86
1935768.1779,0.00,7.44,-0.60,1.85
1935768.2099,0.00,7.43,-0.60,1.85
1935768.2416,0.00,7.43,-0.60,1.84
1935768.2733,0.00,7.42,-0.59,1.86
1935768.3049,0.00,7.41,-0.59,1.87
1935768.3371,0.00,7.39,-0.58,1.88
1935768.3690,0.00,7.38,-0.57,1.89
1935768.4005,0.00,7.37,-0.57,1.90
1935768.4322,0.00,7.36,-0.56,1.90
1935768.4636,0.00,7.37,-0.55,1.90
1935768.4951,0.00,7.37,-0.55,1.90
1935768.5111,0.00,7.37,-0.54,1.90
1935768.5429,0.00,7.37,-0.54,1.89
1935768.5751,0.00,7.54,-0.59,2.03
1935768.6072,0.00,7.69,-0.62,2.17
1935768.6394,0.00,7.83,-0.66,2.31
1935768.6713,0.00,7.91,-0.71,1.82
1935768.7042,0.00,7.99,-0.76,1.42
1935768.7360,0.00,8.06,-0.80,1.16
1935768.7677,0.00,8.82,0.17,1.48
1935768.7997,0.00,9.62,1.00,2.60
1935768.8315,0.00,10.38,1.71,3.81
1935768.8632,13.40,0.00,5.83,2.35
1935768.8946,16.24,0.00,9.34,3.17
1935768.9271,18.75,0.00,12.35,4.10
1935768.9587,20.94,0.00,14.93,5.09
1935768.9903,25.43,0.00,18.37,4.37
1935769.0218,29.28,0.00,21.35,4.97
1935769.0539,32.54,0.00,23.92,5.76
1935769.0860,35.31,0.00,26.13,6.57
1935769.1180,38.12,0.00,28.08,7.06
1935769.1498,40.50,0.00,29.75,7.74
1935769.1835,42.52,0.00,31.20,8.36
1935769.2137,44.23,0.00,32.44,8.94
1935769.2457,45.76,0.00,33.56,9.48
1935769.2775,47.05,0.00,34.51,9.96
1935769.3102,48.15,0.00,35.33,10.39
1935769.3423,49.09,0.00,36.03,10.79
1935769.3742,49.88,0.00,36.63,11.16
1935769.4067,50.56,0.00,37.15,11.51
1935769.4390,51.13,0.00,37.58,11.82
1935769.4709,51.50,0.00,38.02,12.28
1935769.5035,51.82,0.00,38.39,12.71
1935769.5352,52.09,0.00,38.70,13.08
1935769.5671,52.29,0.00,38.97,13.27
1935769.5991,51.72,0.00,39.09,13.88
1935769.6310,51.24,0.00,39.18,14.44
1935769.6633,50.83,0.00,39.26,14.96
1935769.6952,50.48,0.00,39.33,14.42
1935769.7268,50.19,0.00,39.39,13.95
1935769.7590,47.97,0.00,38.01,14.32
1935769.7797,46.08,0.00,36.86,14.72
1935769.8084,44.45,0.00,35.90,13.73
