timestamp_s,flexion,abduction,ext_rot,elbow
1929150.1252,6.55,0.00,-1.10,34.21
1929150.1562,6.55,0.00,-1.10,34.21
1929150.1834,6.55,0.00,-1.10,34.21
1929150.2176,6.55,0.00,-1.10,34.21
1929150.2454,6.54,0.00,-1.10,34.21
1929150.2801,6.54,0.00,-1.11,34.20
1929150.3079,6.54,0.00,-1.11,34.20
1929150.3425,6.54,0.00,-1.11,34.20
1929150.3702,6.54,0.00,-1.11,34.20
1929150.4049,6.54,0.00,-1.11,34.20
1929150.4330,6.54,0.00,-1.10,34.19
1929150.4677,6.54,0.00,-1.10,34.19
1929150.4954,6.54,0.00,-1.10,34.18
1929150.5299,6.53,0.00,-1.10,34.18
1929150.5578,6.54,0.00,-1.09,34.16
1929150.5927,6.54,0.00,-1.09,34.15
1929150.6205,6.54,0.00,-1.08,34.15
1929150.6555,6.54,0.00,-1.08,34.14
1929150.6830,6.54,0.00,-1.07,34.13
1929150.7179,6.53,0.00,-1.07,34.12
1929150.7455,6.54,0.00,-1.06,34.12
1929150.7805,6.54,0.00,-1.05,34.11
1929150.8086,6.54,0.00,-1.05,34.10
1929150.8426,6.54,0.00,-1.05,34.10
1929150.8703,6.55,0.00,-1.04,34.09
1929150.9052,6.55,0.00,-1.04,34.08
1929150.9332,6.55,0.00,-1.03,34.08
1929150.9687,6.55,0.00,-1.03,34.07
1929150.9961,6.56,0.00,-1.03,34.07
1929151.0304,6.56,0.00,-1.03,34.07
1929151.0580,6.56,0.00,-1.03,34.07
1929151.0936,6.56,0.00,-1.03,34.07
1929151.1206,6.57,0.00,-1.02,34.07
1929151.1554,6.57,0.00,-1.02,34.08
1929151.1832,6.57,0.00,-1.02,34.08
1929151.2179,6.57,0.00,-1.03,34.08
1929151.2461,6.57,0.00,-1.03,34.08
1929151.2805,6.57,0.00,-1.03,34.09
1929151.3081,6.57,0.00,-1.03,34.09
1929151.3429,6.57,0.00,-1.03,34.10
1929151.3706,6.57,0.00,-1.04,34.10
1929151.4056,6.57,0.00,-1.04,34.10
1929151.4351,6.57,0.00,-1.04,34.11
1929151.4678,6.57,0.00,-1.04,34.11
1929151.4953,6.57,0.00,-1.04,34.12
1929151.5303,6.56,0.00,-1.04,34.12
1929151.5648,6.56,0.00,-1.04,34.12
1929151.5938,6.56,0.00,-1.04,34.13
1929151.6204,6.56,0.00,-1.04,34.13
1929151.6554,6.56,0.00,-1.04,34.13
1929151.6829,6.55,0.00,-1.04,34.14
1929151.7184,6.55,0.00,-1.05,34.14
1929151.7454,6.55,0.00,-1.05,34.14
1929151.7810,6.55,0.00,-1.05,34.15
1929151.8078,6.55,0.00,-1.05,34.15
1929151.8433,6.55,0.00,-1.06,34.15
1929151.8713,6.55,0.00,-1.06,34.15
1929151.9061,6.55,0.00,-1.06,34.16
1929151.9328,6.55,0.00,-1.06,34.16
1929151.9675,6.55,0.00,-1.07,34.16
1929151.9982,6.55,0.00,-1.07,34.16
1929152.0302,6.55,0.00,-1.07,34.16
1929152.0584,6.55,0.00,-1.08,34.17
1929152.0936,6.55,0.00,-1.08,34.17
1929152.1217,6.55,0.00,-1.08,34.17
1929152.1554,6.55,0.00,-1.08,34.17
1929152.1840,6.55,0.00,-1.08,34.17
1929152.2189,6.55,0.00,-1.08,34.17
1929152.2454,6.55,0.00,-1.08,34.17
1929152.2810,6.55,0.00,-1.08,34.17
1929152.3089,6.55,0.00,-1.08,34.17
1929152.3432,6.55,0.00,-1.08,34.17
1929152.3712,6.55,0.00,-1.08,34.17
1929152.4050,6.55,0.00,-1.08,34.17
1929152.4337,6.55,0.00,-1.08,34.18
1929152.4681,6.55,0.00,-1.08,34.18
1929152.4962,6.55,0.00,-1.08,34.18
1929152.5309,6.55,0.00,-1.08,34.18
1929152.5585,6.55,0.00,-1.08,34.18
1929152.5935,6.55,0.00,-1.08,34.18
1929152.6210,6.55,0.00,-1.08,34.18
1929152.6563,6.56,0.00,-1.08,34.19
1929152.6828,6.56,0.00,-1.08,34.19
1929152.7185,6.56,0.00,-1.08,34.19
1929152.7461,6.56,0.00,-1.08,34.19
1929152.7809,6.56,0.00,-1.08,34.19
1929152.8088,6.56,0.00,-1.08,34.19
1929152.8435,6.56,0.00,-1.08,34.19
1929152.8710,6.56,0.00,-1.07,34.19
1929152.9059,6.56,0.00,-1.07,34.20
