timestamp_s,flexion,abduction,ext_rot,elbow
617797.7431,0.00,7.22,2.42,10.30
617797.7752,0.00,7.22,2.42,10.30
617797.8078,0.00,7.22,2.42,10.30
617797.8398,0.00,7.22,2.42,10.30
617797.8718,0.00,7.22,2.42,10.30
617797.8954,0.00,7.22,2.42,10.30
617797.9269,0.00,7.22,2.42,10.30
617797.9590,0.00,7.22,2.42,10.30
617797.9914,0.00,7.22,2.42,10.30
617798.0243,0.00,7.23,2.42,10.30
617798.0562,0.00,7.23,2.42,10.30
617798.0798,0.00,7.23,2.42,10.30
617798.1117,0.00,7.23,2.42,10.30
617798.1434,0.00,7.23,2.42,10.30
617798.1744,0.00,7.23,2.42,10.30
617798.2062,0.00,7.23,2.42,10.30
617798.2391,0.00,7.23,2.42,10.30
617798.2788,0.00,7.23,2.42,10.30
617798.3110,0.00,7.23,2.42,10.31
617798.3428,0.00,7.23,2.42,10.31
617798.3750,0.00,7.23,2.42,10.31
617798.4076,0.00,7.23,2.42,10.31
617798.4390,0.00,7.23,2.42,10.32
617798.4795,0.00,7.23,2.42,10.32
617798.5107,0.00,7.23,2.41,10.32
617798.5301,0.00,7.23,2.41,10.32
617798.5674,0.00,7.23,2.41,10.32
617798.6061,0.00,7.23,2.41,10.32
617798.6379,0.00,7.24,2.41,10.32
617798.6618,0.00,7.24,2.41,10.33
617798.6889,0.00,7.24,2.41,10.33
617798.7257,0.00,7.24,2.41,10.33
617798.7583,0.00,7.24,2.41,10.33
617798.7892,0.00,7.24,2.41,10.33
617798.8130,0.00,7.24,2.41,10.33
617798.8446,0.00,7.24,2.41,10.33
617798.8773,0.00,7.24,2.41,10.33
617798.9093,0.00,7.24,2.41,10.33
617798.9417,0.00,7.25,2.41,10.33
617798.9737,0.00,7.25,2.41,10.33
617799.0057,0.00,7.25,2.41,10.33
617799.0300,0.00,7.25,2.41,10.33
617799.0619,0.00,7.25,2.41,10.33
617799.0934,0.00,7.25,2.41,10.33
617799.1261,0.00,7.25,2.41,10.33
617799.1571,0.00,7.25,2.41,10.33
617799.1893,0.00,7.24,2.41,10.32
617799.2289,0.00,7.24,2.40,10.32
617799.2605,0.00,7.24,2.41,10.32
617799.2921,0.00,7.24,2.41,10.32
617799.3238,0.00,7.24,2.41,10.32
617799.3556,0.00,7.24,2.41,10.32
617799.3802,0.00,7.24,2.41,10.32
617799.4122,0.00,7.24,2.41,10.32
617799.4438,0.00,7.24,2.40,10.31
617799.4757,0.00,7.24,2.40,10.31
617799.5077,0.00,7.24,2.40,10.31
617799.5399,0.00,7.24,2.41,10.31
617799.5714,0.00,7.24,2.41,10.31
617799.6006,0.00,7.24,2.41,10.31
617799.6353,0.00,7.24,2.41,10.30
617799.6590,0.00,7.24,2.41,10.30
617799.6909,0.00,7.24,2.41,10.30
617799.7229,0.00,7.25,2.41,10.30
617799.7549,0.00,7.25,2.41,10.30
617799.7952,0.00,7.25,2.41,10.30
617799.8263,0.00,7.25,2.41,10.29
617799.8589,0.00,7.25,2.41,10.29
617799.8912,0.00,7.25,2.41,10.29
617799.9232,0.00,7.25,2.41,10.29
617799.9555,0.00,7.25,2.41,10.29
617799.9957,0.00,7.25,2.41,10.29
617800.0281,0.00,7.25,2.42,10.29
617800.0455,0.00,7.26,2.42,10.29
617800.0762,0.00,7.26,2.42,10.28
617800.1082,0.00,7.26,2.42,10.28
617800.1402,0.00,7.26,2.42,10.28
617800.1719,0.00,7.26,2.42,10.28
617800.2121,0.00,7.25,2.42,10.28
