timestamp_s,flexion,abduction,ext_rot,elbow
64227.3588,-0.09,0.06,0.06,0.07
64227.5647,-0.09,0.06,0.05,0.08
64227.5933,-0.09,0.06,0.04,0.08
64227.6179,-0.09,0.07,0.04,0.09
64227.6493,-0.09,0.07,0.04,0.09
64227.6808,-0.09,0.07,0.03,0.10
64227.7126,-0.10,0.07,0.03,0.10
64227.7444,-0.10,0.07,0.03,0.10
64227.7755,-0.10,0.07,0.03,0.11
64227.8155,-0.11,0.07,0.02,0.11
64227.8472,-0.11,0.07,0.02,0.12
64227.8791,-0.12,0.07,0.02,0.12
64227.9105,-0.12,0.07,0.02,0.12
64227.9344,-0.13,0.07,0.02,0.13
64227.9656,-0.13,0.07,0.01,0.13
64227.9943,-0.13,0.07,0.01,0.13
64228.0235,-0.14,0.07,0.01,0.13
64228.0560,-0.14,0.06,0.01,0.13
64228.0934,-0.15,0.06,0.01,0.14
64228.1253,-0.15,0.06,0.01,0.14
64228.1501,-0.16,0.06,0.00,0.14
64228.1810,-0.16,0.06,0.00,0.14
64228.2124,-0.16,0.06,0.00,0.14
64228.2440,-0.16,0.06,0.00,0.13
64228.2758,-0.17,0.06,0.00,0.13
64228.3155,-0.17,0.06,-0.00,0.13
64228.3473,-0.17,0.06,-0.00,0.13
64228.3785,-0.17,0.06,-0.00,0.13
64228.4092,-0.17,0.06,-0.00,0.13
64228.4410,-0.16,0.05,-0.00,0.12
64228.4652,-0.17,0.05,-0.00,0.12
64228.4967,-0.17,0.06,0.00,0.12
64228.5279,-0.16,0.06,0.00,0.12
64228.5597,-0.16,0.06,0.00,0.12
64228.5911,-0.16,0.06,0.01,0.12
64228.6308,-0.16,0.06,0.01,0.11
64228.6626,-0.16,0.06,0.01,0.11
64228.6943,-0.16,0.06,0.01,0.11
64228.7238,-0.15,0.05,0.01,0.11
64228.7490,-0.15,0.05,0.01,0.10
64228.7805,-0.15,0.05,0.02,0.10
64228.8120,-0.15,0.05,0.02,0.10
64228.8435,-0.14,0.05,0.02,0.10
64228.8755,-0.14,0.05,0.02,0.10
64228.8996,-0.14,0.05,0.02,0.09
64228.9312,-0.14,0.06,0.02,0.09
64228.9631,-0.14,0.06,0.02,0.09
64228.9939,-0.14,0.06,0.02,0.09
64229.0252,-0.14,0.06,0.02,0.09
64229.0653,-0.14,0.06,0.03,0.09
64229.0972,-0.14,0.06,0.03,0.09
64229.1283,-0.13,0.06,0.03,0.09
64229.1599,-0.13,0.06,0.03,0.09
64229.1913,-0.14,0.06,0.03,0.09
64229.2153,-0.14,0.06,0.03,0.09
64229.2465,-0.14,0.06,0.03,0.09
64229.2783,-0.14,0.06,0.03,0.09
64229.3100,-0.14,0.06,0.03,0.09
64229.3411,-0.14,0.06,0.03,0.09
64229.3806,-0.14,0.06,0.03,0.10
64229.4127,-0.14,0.07,0.03,0.10
64229.4443,-0.14,0.07,0.04,0.10
64229.4759,-0.14,0.07,0.04,0.10
64229.4996,-0.14,0.07,0.04,0.10
64229.5313,-0.14,0.07,0.04,0.10
64229.5632,-0.14,0.07,0.04,0.10
64229.5950,-0.14,0.07,0.04,0.10
64229.6270,-0.14,0.07,0.04,0.10
64229.6590,-0.14,0.08,0.04,0.11
64229.6828,-0.14,0.08,0.04,0.11
64229.7143,-0.14,0.08,0.04,0.11
64229.7457,-0.14,0.08,0.04,0.11
64229.7776,-0.14,0.08,0.04,0.11
64229.8094,-0.14,0.08,0.04,0.11
64229.8411,-0.14,0.08,0.04,0.11
64229.8808,-0.14,0.08,0.04,0.11
64229.9123,-0.14,0.08,0.04,0.11
64229.9442,-0.14,0.08,0.04,0.11
64229.9761,-0.14,0.08,0.04,0.11
64230.0087,-0.14,0.08,0.04,0.11
64230.0485,-0.14,0.08,0.04,0.11
64230.0800,-0.13,0.08,0.04,0.11
64230.1116,-0.13,0.08,0.04,0.11
64230.1431,-0.13,0.08,0.04,0.11
64230.1748,-0.13,0.08,0.04,0.11
64230.1984,-0.13,0.08,0.04,0.11
64230.2298,-0.13,0.08,0.04,0.11
64230.2616,-0.13,0.08,0.04,0.11
64230.2936,-0.13,0.09,0.04,0.10
64230.3248,-0.13,0.09,0.04,0.10
64230.3648,-0.13,0.09,0.04,0.10
64230.3961,-0.13,0.09,0.04,0.10
64230.4275,-0.13,0.09,0.05,0.10
64230.4596,-0.12,0.08,0.05,0.10
64230.4916,-0.12,0.08,0.05,0.10
64230.5319,-0.12,0.08,0.05,0.10
64230.5637,-0.12,0.08,0.06,0.10
64230.5953,-0.12,0.08,0.06,0.09
64230.6264,-0.12,0.08,0.06,0.09
64230.6582,-0.12,0.08,0.06,0.09
64230.6815,-0.11,0.08,0.06,0.09
64230.7132,-0.11,0.08,0.06,0.09
64230.7449,-0.11,0.08,0.06,0.09
64230.7767,-0.11,0.08,0.06,0.09
64230.8083,-0.11,0.08,0.06,0.09
64230.8485,-0.11,0.08,0.06,0.09
64230.8801,-0.11,0.08,0.07,0.09
64230.9119,-0.11,0.09,0.07,0.09
64230.9439,-0.11,0.09,0.07,0.09
64230.9757,-0.11,0.09,0.07,0.09
64230.9996,-0.11,0.09,0.07,0.09
64231.0312,-0.11,0.09,0.07,0.09
64231.0630,-0.11,0.09,0.07,0.09
64231.0945,-0.11,0.09,0.07,0.09
64231.1266,-0.11,0.09,0.07,0.09
64231.1583,-0.11,0.09,0.07,0.09
64231.1818,-0.11,0.09,0.07,0.09
64231.2135,-0.11,0.09,0.07,0.10
64231.2450,-0.12,0.09,0.06,0.10
64231.2768,-0.12,0.09,0.06,0.10
64231.3085,-0.12,0.09,0.07,0.10
64231.3485,-0.12,0.09,0.07,0.10
64231.3800,-0.12,0.09,0.07,0.10
64231.4119,-0.12,0.09,0.07,0.10
64231.4438,-0.12,0.09,0.07,0.10
64231.4760,-0.12,0.09,0.07,0.10
64231.5077,-0.12,0.09,0.07,0.10
64231.5479,-0.12,0.09,0.07,0.10
64231.5797,-0.12,0.09,0.07,0.10
64231.6117,-0.13,0.08,0.07,0.10
64231.6434,-0.13,0.08,0.07,0.10
64231.6752,-0.12,0.08,0.07,0.10
64231.6991,-0.12,0.08,0.08,0.10
64231.7308,-0.13,0.08,0.08,0.10
64231.7628,-0.13,0.08,0.08,0.10
64231.7948,-0.13,0.08,0.08,0.10
64231.8267,-0.13,0.08,0.08,0.10
64231.8582,-0.13,0.08,0.08,0.11
64231.8974,-0.13,0.07,0.08,0.11
64231.9287,-0.13,0.07,0.08,0.11
64231.9603,-0.13,0.07,0.08,0.11
64231.9918,-0.13,0.07,0.08,0.11
64232.0316,-0.13,0.07,0.08,0.11
64232.0633,-0.13,0.07,0.07,0.12
64232.0952,-0.13,0.07,0.07,0.12
64232.1268,-0.13,0.06,0.07,0.12
